名字,组成
伊痛舒注射液,"['细辛', '羌活', '白芷', '当归', '独活', '川芎', '防风']"
血康胶囊,['肿风']
关通舒胶囊,"['功劳木', '飞龙掌血', '血满草', '稀莶草', '海桐', '倒扣草', '火把花根']"
灯银脑通胶囊,"['灯盏', '细辛', '满山香', '银杏叶', '淀粉', '微晶纤维素', '聚山梨酸', '甲基淀粉', '羟丙基甲基纤维素', '羧甲基纤维素钠']"
江南卷柏片,['江南卷柏干浸膏']
安替可胶囊,['当归']
那如三味片,"['制草乌', '诃子', '荜茇']"
坤宁口服液,"['益母草', '当归', '赤芍', '丹参', '郁金', '牛膝', '枳壳']"
苦参凝胶,['苦参草']
虎地肠溶胶囊,"['朱砂', '虎杖', '白花蛇舌草', '北败酱草', '色补血草', '地榆', '白及', '甘草']"
肾衰康灌肠液,"['黄芪', '大黄', '丹参', '红花']"
明目羊肝丸,"['羊肝', '青葙子', '葶苈子', '地肤子', '细辛', '菟丝子', '车前子', '黄芩', '泽泻', '决明子', '熟地黄', '肉桂', '茯苓', '枸杞子', '苦杏仁', '麦冬', '茺蔚子', '味子', '防风', '蕤仁味']"
和胃止痛胶囊,"['大红袍', '鸡矢藤', '管仲', '金养麦', '黄连', '砂仁', '延胡索', '木香']"
泌石通胶囊,"['槲叶干浸膏', '滑石粉']"
治咳枇杷露,"['枇杷叶', '百部', '前胡', '桔梗', '桑白', '薄荷脑']"
定喘止咳胶囊,"['麻黄', '款冬花', '厚朴', '桑白', '白果', '紫苏叶', '甘草', '柴胡']"
降脂灵胶囊,"['普洱茶', '山楂', '莱菔子', '荷叶', '葛根', '菊花', '黄芪', '黄精', '何首乌', '茺蔚子', '杜仲', '大黄', '槐花', '桑寄生']"
参术胶囊,"['党参', '白术', '鸡内金', '山楂', '枳壳']"
酸枣仁合剂,"['酸枣仁', '知母', '茯苓', '川芎', '甘草']"
豨莶风湿片,"['豨莶草', '桑寄生', '威灵仙', '防己', '桑枝', '槐枝']"
稳心颗粒,"['党参', '黄精', '琥珀', '甘松']"
嘎日迪五味丸,"['制草乌', '诃子', '麝香', '水菖蒲', '木香']"
鼻窦炎口服液,"['柴胡', '辛夷', '茯苓', '薄荷', '苍耳子', '龙胆草味']"
鲜益母草胶囊,['鲜益母革']
辣椒风湿膏,"['辣椒', '薄荷脑', '冰片辅料为橡胶', '羊毛脂', '氧化锌', '松香', '蜂蜡']"
竭红跌打酊,"['红花', '儿茶', '当归尾', '白矾', '苏木', '芦荟', '乳香', '安息香', '血竭']"
精制狗皮膏,"['生川乌', '防己', '山奈', '延胡索', '透骨草', '干姜', '樟脑', '辣椒', '冰片', '蟾酥', '薄荷脑', '水杨酸甲酯']"
龟龄集,"['人参', '鹿茸', '海马', '枸杞子', '丁香', '穿山甲', '雀脑', '牛膝', '锁阳', '熟地黄', '补骨脂', '菟丝子', '杜仲', '石燕', '肉苁蓉', '甘草', '天冬', '淫羊藿', '大青盐', '砂仁']"
妙济丸,"['黑木耳', '当归', '白芍', '川芎', '木瓜', '杜仲', '续断', '川牛膝', '苍术', '小茴香', '木香', '丁香', '母丁香', '乳香', '茯苓', '土茯苓', '龟甲']"
鸡骨草胶囊,"['鸡骨草', '茵陈', '栀子', '人工牛黄', '猪胆汁', '白芍', '枸杞子', '大枣']"
青柏洁身洗液,"['苦参', '黄连', '蛇床子', '黄柏', '花椒', '黄芪', '何首乌', '地肤子', '大青叶', '赤芍', '当归辅料为月桂醇硫酸钠', '苯钾酸']"
苦参片,['苦参']
肾康注射液,"['大黄', '黄芪', '丹参', '红花']"
明目蒺藜丸,"['黄连', '蒺藜', '旋复花', '蔓剂子', '密蒙花', '栀子', '决明子', '石决明', '川芎', '地黄', '菊花', '黄柏', '防风', '当归', '黄芩', '术贼', '白芷', '荆芥', '薄荷', '连翘', '赤芍', '甘草', '蝉蜕']"
固精补肾丸,"['熟地黄', '味子', '楮实子', '茯苓', '杜仲', '远志', '山茱萸', '覆盆子', '牛膝', '巴戟天', '菟丝子', '枸杞子', '石菖蒲', '金樱子', '小茴香', '肉苁蓉', '甘草']"
岩黄连注射液,"['岩黄连提取物', '聚山梨酯', '氯化钠']"
罗汉果止咳糖浆,"['罗汉果', '枇杷叶', '桑白', '白前', '百部', '桔梗', '蒋荷油']"
制首乌颗粒,['本品为制何首乌制成的块状颗粒']
和络舒肝片,"['白术', '白芍', '香附', '莪术', '当归', '木瓜', '大黄', '红花', '鳖甲', '桃仁', '郁金', '菌陈', '海藻', '昆布', '玄参', '地黄', '熟地黄', '虎杖', '土鳖虫', '柴胡', '制何首乌', '凌霄花', '蜣螂', '灵脂', '黑豆', '边莲']"
金茵利胆胶囊,"['茵陈', '郁金', '金草', '枳壳']"
痹祺胶囊,"['党参', '白术', '丹参', '川芎', '马子味']"
瘀血痹片,"['乳香', '威灵仙', '红花', '丹参', '川牛膝', '川草', '当归', '姜黄', '香附', '黄芪']"
痰咳净片,"['桔梗', '咖啡因', '远志', '冰片', '苦杏仁', '倍子', '甘草']"
新雪片,"['磁石', '石膏', '滑石', '寒水石', '硝石', '芒硝', '栀子', '竹叶卷', '广麻', '穿莲', '珍珠层粉', '沉香', '冰片', '人工牛黄']"
熊胆眼药水,['熊胆粉']
增抗宁片,"['白芍', '黄芪', '大枣', '甜叶菊']"
增乳膏,"['王不留行', '通草', '熟地黄', '当归', '白芍', '川芎', '益母草', '天花粉']"
噙化上清丸,"['薄荷', '石膏', '硼砂', '甘草']"
潮安胶囊,['龙芽木干燥茎']
熊胆救心丹,"['麝香', '熊胆', '牛黄', '人参', '珍珠', '蟾酥', '冰片', '猪胆膏', '水牛角浓缩粉']"
澳泰乐颗粒,"['返魂草', '郁金', '黄精', '白芍', '麦芽']"
鹤蟾片,"['仙鹤草', '干蟾', '猫爪草', '浙贝母', '生夏', '鱼腥草', '天冬', '人参', '葶苈子']"
鱼鳔丸,"['鱼鳔', '鹿角胶', '肉苁蓉', '沙苑子', '车前子', '地黄', '天冬', '牛膝', '柏子仁', '当归', '熟地黄', '茯苓', '鹿角霜', '枸杞子', '味子', '地骨', '麦冬', '石菖蒲', '酸枣仁', '木香', '泽泻', '山茱萸', '巴戟天', '菟丝子', '覆盆子', '赤石脂', '石斛', '杜仲', '远志', '白术', '花椒']"
夜宁颗粒,"['合欢', '大枣', '浮小麦', '甘草', '女贞子', '首乌藤', '灵芝']"
泻热合剂,"['大黄', '芒硝', '连翘', '黄芩', '甘草', '栀子', '薄荷', '淡竹叶']"
治伤胶囊,"['生关白附', '防风', '羌活', '制南星', '白芷']"
泌淋清胶囊,"['季红', '黄柏', '酢浆草', '仙鹤草', '白茅根', '车前草']"
降糖通脉胶囊,"['太子参', '黄芪', '黄精', '天冬', '麦冬', '玄参', '天花粉', '苍术', '知母', '葛根', '黄连', '丹参', '益母草', '赤芍', '水蛭', '川牛膝', '鸡血藤', '威灵仙', '荔枝核', '地龙', '川芎']"
参麦注射液,"['红参', '麦冬']"
参麦颗粒,"['红参', '南沙参', '麦冬', '黄精', '枸杞子']"
夜尿宁丸,"['肉桂', '桑螵蛸', '补骨脂', '大青盐']"
净石灵胶囊,"['巴戟天', '萹蔷', '车前子', '赤芍', '当归', '冬葵子', '茯苓', '甘草', '广金草', '海金沙', '滑石', '黄芪', '鸡内金', '桃仁', '夏枯草', '淫羊藿', '元胡']"
河蚌滋阴胶囊,['鲜河蚌肉']
泻定胶囊,"['丁香', '炮姜', '山楂炭', '铁苋莱', '石榴']"
宝儿康散,"['太子参', '茯苓', '白术', '北沙参', '石菖蒲', '芡实', '白扁豆', '麦芽', '莲子', '薏苡仁', '甘草', '山楂']"
定喘膏,"['血余炭', '附子', '生川乌', '天南星', '干姜', '洋葱头']"
降压片,"['黄芩', '决明子', '山楂', '槲寄生', '臭梧桐叶', '桑白', '地龙']"
降脂通脉胶囊,"['决明子', '姜黄', '泽泻', '铁线草']"
参仙升脉口服液,"['红参', '淫羊藿', '补骨脂', '枸杞子', '麻黄', '细辛', '丹参', '水蛭']"
驴胶补血颗粒,"['阿胶', '黄芪', '党参', '熟地黄', '白术', '当归']"
纯阳正气胶囊,"['广藿香', '土木香', '丁香', '肉桂', '苍术', '白术', '茯苓', '朱砂', '硝石', '硼砂', '雄黄', '金礞石', '人工麝香', '冰片']"
驱白巴布期片,"['补骨脂', '驱虫斑鸠菊', '高良姜', '盒果藤', '白花丹']"
青鹏膏剂,"['棘豆', '亚大黄', '铁棒锤', '诃子', '毛诃子', '余甘子', '安息香', '宽筋藤', '人工麝香']"
玫瑰花糖膏,['新鲜玫瑰花']
拔毒膏,"['金银花', '连翘', '大黄', '栀子', '黄柏', '赤芍', '川芎', '木鳖子', '蓖麻子', '蜈蚣', '红粉', '轻粉']"
坤复康胶囊,"['赤芍', '苦参', '香附', '猪苓', '女贞子', '南刘寄奴', '粉萆薢', '萹蓄']"
苦胆片,"['苦参', '龙胆', '黄柏', '大黄', '郁金', '茵陈', '胆汁膏', '神曲']"
虎驹乙肝胶囊,"['虎杖', '蚂蚁', '柴胡', '茵陈']"
肾石通颗粒,"['金草', '王不留行', '萹蓄', '延胡索', '鸡内金', '丹参', '木香', '瞿麦', '牛膝', '海金沙']"
金刚藤糖浆,['金刚藤']
金胃泰胶囊,"['大红袍', '鸡矢藤', '管仲', '金荞麦', '黄连', '砂仁', '延胡索', '木香']"
参麦地黄丸,"['北沙参', '熟地黄', '麦冬', '牡丹', '山茱萸', '茯苓', '泽泻']"
炎热清胶囊,"['柴胡', '黄芩', '龙胆', '栀子', '生石膏', '知母', '玄参', '薄荷脑']"
法制半夏曲,"['法夏', '沉香', '甘草', '川贝母', '肉桂', '藕粉', '化橘红', '山柰']"
河车补丸,"['紫河车', '续断', '熟地黄', '牡蛎', '人参', '牛膝', '麦冬', '干姜', '味子', '天冬', '黄柏']"
泌感颗粒,"['黄柏', '冬葵果', '萹蓄', '白芷', '柴胡', '味子', '续断', '桑寄生', '甘草']"
治伤软膏,"['毛冬青', '楤木', '矩形叶鼠刺根', '朱砂根', '叶赤楠根', '地龙', '黄毛耳草', '马尾松根', '蛇葡萄根', '花榈木根', '苦参', '金灯藤', '骨碎补', '水杨梅根', '穿破石', '硬脂酸', '甲亚砜', '黄凡士林', '液体石蜡', '羊毛脂', '甘油', '乙醇胺', '羟苯乙酯']"
垂盆草颗粒,"['垂盆草清膏', '矮地茶清膏']"
和中理脾丸,"['党参', '茯苓', '法夏', '枳实', '香附', '神曲', '白术', '时草', '木香', '厚朴', '广藿香', '麦芽', '苍术', '砂仁', '豆蔻', '南山楂', '莱菔子']"
宝咳宁颗粒,"['紫苏叶', '桑叶', '前胡', '浙贝母', '麻黄', '桔梗', '天南星', '苦杏仁', '黄芩', '青黛', '天花粉', '枳壳', '山楂', '甘草', '牛黄']"
定中丸,"['广藿香', '砂仁', '茯苓', '白扁豆', '香薷', '厚朴', '白术', '甘草', '苦杏仁', '木瓜', '白糖参', '紫苏叶']"
降糖舒胶囊,"['人参', '枸杞子', '黄芪', '黄精', '益智仁', '牡蛎', '地黄', '熟地黄', '葛根', '丹参', '荔枝核', '知母', '生石膏', '芡实']"
参一胶囊,['人参皂甙R']
参百宁神口服液,"['人参', '黄芪', '当归', '丹参', '茯苓', '远志', '百合', '石菖蒲', '地黄', '味子']"
参竹精颗粒,"['手掌参', '黄精', '玉竹', '何首乌', '广枣']"
季德胜蛇药片,"['叶枝花', '蟾蜍', '蜈蚣', '地锦草']"
金甲排石胶囊,"['莪术', '车前子', '白芷', '广金草', '赤芍', '桃仁', '川牛膝', '乳香', '皂角刺', '枳壳味']"
金喉健喷雾剂,"['艾纳香油', '大果水姜子油', '薄荷脑', '甘草酸单胺盐']"
金银花糖浆,"['金银花', '忍冬藤']"
参芪十一味颗粒,"['人参', '黄苠', '当归', '天麻', '熟地黄', '泽泻', '决明子', '鹿角', '菟丝子', '细辛', '枸杞子']"
金牛眼药,"['珍珠', '麝香', '熊胆', '朱砂', '珊瑚', '琥珀', '硼砂', '冰片', '炉甘石']"
金樱首乌汁,"['何首乌', '狗脊', '川芎', '地黄', '当归', '金樱子提取液', '菟丝子']"
肿痛气雾剂,"['叶莲', '滇草乌', '雪上枝蒿', '金铁锁', '火把花根', '角莲', '金叶子', '玉葡萄根', '披麻草', '重楼', '灯盏细辛', '栀子', '白芷', '白及', '薄荷脑', '甘草', '冰片', '麝香']"
参松养心胶囊,"['人参', '麦冬', '山茱萸', '丹参', '酸枣仁', '桑寄生', '赤芍', '土鳖虫', '甘松', '黄连', '南味子', '龙骨']"
麝珠明目滴眼液,"['麝香', '珍珠', '冰片', '石决明', '炉甘石', '冬虫夏草']"
蠲痹抗生丸,"['熟地黄', '鹿衔草', '骨碎补', '肉苁蓉', '淫羊藿', '血藤', '莱菔子']"
足光散,"['苦参', '水杨酸', '苯甲酸', '利肺片', '百部', '白及', '蛤蚧粉', '牡蛎', '枇杷叶', '味子', '百合', '冬虫夏草', '甘草']"
利脑心胶囊,"['丹参', '川芎', '葛根', '地龙', '赤芍', '红花', '郁金', '制何首乌', '泽泻', '枸杞', '酸枣仁', '远志', '菖蒲', '牛膝', '甘草']"
伸筋丹胶囊,"['马子', '红花', '乳香']"
近视乐眼药水,['紫金龙']
返魂草颗粒,['返魂草']
余甘子喉片,"['余甘子', '冰片', '薄荷脑']"
余麦口咽合剂,"['余甘子', '地黄', '赤芍', '甘草滇', '橄榄', '麦冬']"
沙溪凉茶,"['岗梅', '金钮扣', '蒲桃', '臭茉莉', '颠茄']"
沈阳红药胶囊,"['白芷', '川芎', '当归', '红花', '土鳖虫', '延胡索']"
沉香舒气丸,"['木香', '豆蔻', '延胡索', '山楂', '砂仁', '厚朴', '枳壳', '片姜黄', '灵脂', '槟榔', '沉香', '香附', '草果仁', '郁金', '柴胡', '甘草']"
快胃片,"['白及', '甘草', '延胡索']"
快胃舒肝丸,"['柴胡', '当归', '白芍', '香附', '木香', '沉香', '厚朴', '枳壳', '丁香', '茯苓', '白扁豆', '砂仁']"
诃子五味胶囊,"['诃子', '黑冰片', '石榴', '木鳖子', '灵脂']"
启脾丸,"['人参', '白术', '茯苓', '甘草', '莲子', '山楂', '神曲', '麦芽', '泽泻']"
补肾填精丸,"['人参', '鹿茸', '牛鞭', '狗鞭', '黄芪', '当归', '肉苁蓉', '阳起石', '枸杞子', '杜仲', '附子', '菟丝子', '熟地黄', '淫羊藿', '韭菜子']"
补金片,"['哈螟油', '鹿角胶', '乌梢蛇', '紫河车', '鸡蛋黄油', '桔梗', '龟甲胶', '百部', '浙贝母', '红参', '白及', '黄精', '茯苓', '蛤蚧', '麦冬', '核桃仁', '当归']"
金嗓清音丸,"['生地', '玄参', '川贝母', '胖大海', '薏苡仁', '薄荷', '木蝴蝶']"
金嗓散结丸,"['马勃', '莪术', '金银花', '桃仁', '玄参', '红花', '丹参', '板蓝根', '麦冬', '浙贝母', '泽泻', '鸡内金', '蝉蜕', '木蝴蝶', '蒲公英']"
乳核散结片,"['柴胡', '当归', '黄芪', '郁金', '光慈菇', '漏芦', '昆布', '海藻', '淫羊藿', '鹿衔草']"
乳疾灵颗粒,"['柴胡', '丹参', '香附', '赤芍', '鸡血藤', '王不留行', '牡蛎', '昆布', '海藻', '菟丝子', '淫羊藿']"
坤宝丸,"['女贞子', '枸杞子', '龟甲', '麦冬', '地黄', '当归', '石斛', '桑叶', '黄芩', '覆盆子', '何首乌', '地骨', '酸枣仁', '白芍', '鸡血藤', '菊花', '白薇', '菟丝子', '南沙参', '赤芍', '珍珠母', '墨早莲', '知母']"
坤净栓,"['柴胡', '火绒草', '呋喃唑酮']"
拨云复光散,"['炉甘石', '冰片', '麝香', '硼砂', '芒硝', '玄明粉', '乳香', '明矾']"
苦黄注射液,"['苦参', '大黄', '大青叶', '茵陈', '柴胡']"
金嗓利咽丸,"['法夏', '胆南星', '茯苓', '厚朴', '枳实', '砂仁', '木蝴蝶', '蝉衣']"
金嗓开音丸,"['金银花', '连翘', '玄参', '板蓝根', '赤芍', '黄芩', '桑叶', '菊花', '前胡', '苦杏仁', '牛蒡子', '泽泻', '胖大海', '僵蚕', '蝉蜕', '术蝴蝶']"
肤净康洗剂,"['刺柏', '烈香杜鹃', '大籽蒿', '麻黄', '水柏枝', '雄胆粉', '马尿泡', '雄黄', '胆矾', '麝香', '薄荷']"
肤疾洗剂,"['苦参', '百部', '花椒', '白藓', '硼砂', '雄黄']"
奇正消痛贴,"['独味', '棘豆', '姜黄', '花椒', '水牛角', '水柏枝']"
奇应内消膏,"['生天南星', '山柰', '重楼', '片姜黄', '生夏', '大黄', '樟脑']"
软脉灵口服液,"['熟地黄', '味子', '枸杞', '怀牛膝', '茯苓', '制何首乌', '白芍', '柏子仁', '远志', '黄芪', '淫羊藿', '当归', '川芎', '丹参', '人参']"
软坚口服液,"['白附子', '人参', '枝莲', '黄芪', '山豆根', '重楼']"
鸢都感冒颗粒,"['忍冬藤', '板蓝根', '前胡', '葛根', '桔梗', '甘草', '牛蒡子', '薄荷脑']"
虎黄烧伤搽剂,"['虎杖', '黄连', '黄柏', '水牛角', '红花', '白芷', '千里光', '冰片味']"
肾舒颗粒,"['白花蛇舌草', '海金沙藤', '瞿麦', '大青叶', '黄柏', '淡竹叶', '萹蓄', '茯苓', '地黄', '甘草']"
昆明山海棠片,['昆明山海棠']
明目二十五味丸,"['人参', '决明子', '土茯苓', '枸杞子', '石决明', '茺蔚子', '蒺藜', '青葙子', '麦冬', '密蒙花', '川楝子', '茜草', '牛膝', '野菊花', '当归', '味子', '红花', '菟丝子', '玉竹', '车前子', '羚羊角', '牛黄']"
明目上清片,"['桔梗', '熟大黄', '天花粉', '石膏', '麦冬', '玄参', '栀子', '蒺藜', '蝉蜕', '甘草', '菊花', '车前子', '当归', '黄芩', '赤芍', '黄连', '枳壳', '薄荷脑', '连翘', '荆芥油']"
片仔癀胶囊,"['麝香', '牛黄', '蛇胆']"
仁丹,"['檀香', '砂仁', '豆蔻', '甘草', '木香', '丁香', '广藿香叶', '儿茶', '肉桂', '薄荷脑', '冰片', '朱砂']"
化症回生口服液,"['益母草', '桃仁', '红花', '虻虫', '水蛭', '干漆', '阿魏', '延胡索', '川芎', '乳香', '灵脂', '蒲黄', '苏木', '降香', '大黄', '麝香', '姜黄', '香附', '苦杏仁', '紫苏子', '小茴香', '丁香', '吴茱萸', '肉桂', '高良姜', '花椒', '艾叶', '头尖', '人参', '当归', '白芍', '熟地黄', '鳖甲胶']"
风痛宁片,"['川乌', '草乌', '马子粉', '蜈蚣', '独活', '羌活', '川牛膝', '当归', '川芎', '木瓜', '麻黄', '桂枝']"
风痛安胶囊,"['防己', '通草', '桂枝', '姜黄', '石膏', '薏苡仁', '木瓜', '海桐', '忍冬藤', '黄柏', '滑石粉', '连翘']"
六经头痛片,"['白芷', '辛夷', '藁本', '川芎', '葛根', '细辛', '女贞子', '茺蔚子', '荆芥穗油']"
心痛康胶囊,"['白芍', '北山楂', '红参', '淫羊藿']"
巴戟振阳胶囊,"['淫羊藿', '人参', '红花', '百路通', '巴戟天']"
双金胃疡胶囊,"['雪胆', '金葬麦', '大血藤', '紫珠', '麻布袋', '延胡索', '仙鹤草', '白及', '凤凰衣', '青木香', '核桃仁']"
局方至宝丸,"['水牛角', '琥珀', '牛黄', '麝香', '玳瑁', '安息香', '冰片', '雄黄', '朱砂']"
陆英颗粒,['陆英']
阿归养血颗粒,"['当归', '阿胶', '党参', '白芍', '甘草', '茯苓', '黄芪', '熟地黄', '川芎']"
坤顺丸,"['人参', '甘草', '白芍', '地黄', '香附', '化橘红', '牛膝', '白术', '熟地黄', '川芎', '木香', '紫苏叶', '益母草', '茯苓', '当归', '阿胶', '砂仁', '沉香', '琥珀', '黄芩']"
坤泰胶囊,"['熟地黄', '黄连', '白芍', '黄芩', '阿胶', '茯苓']"
拨云退翳丸,"['密蒙花', '蒺藜', '菊花', '木贼', '蛇蜕', '蝉蜕', '荆芥穗', '蔓荆子', '薄荷', '当归', '川芎', '黄连', '地骨', '花椒', '楮实子', '天花粉', '甘草']"
拨云锭,"['炉甘石', '冰片', '龙胆浸膏', '麝香', '硼砂', '芒硝', '玄明粉', '乳香', '明矾']"
苦碟子注射液,['抱茎苦荚菜']
苓桂咳喘宁胶囊,"['茯苓', '桂枝', '桔梗', '苦杏仁', '白术', '法夏', '龙骨', '牡蛎', '生姜', '大枣', '甘草']"
枇杷止咳颗粒,"['枇杷叶', '百部', '白前', '桑白', '桔梗', '薄荷脑', '罂粟壳']"
枇杷叶膏,['批杷叶']
松龄血脉康胶囊,"['鲜松叶', '葛根', '珍珠层粉']"
枫苓合剂,"['大风子', '大鳖子', '大黄', '甘草']"
枫蓼肠胃康片,"['牛耳枫', '辣蓼']"
刺五加胶囊,[]
刺五加脑灵液,['味子']
金鸡颗粒,"['金樱根', '功劳木', '鸡血藤', '千拔', '穿莲']"
金青解毒丸,"['金银花', '木大青叶', '淡竹叶', '薄荷', '荆芥', '术板蓝根', '甘草', '鱼腥草']"
